#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
07CEB90STA	07CEB90STA_1	71023	71539	cap8A	1-516/516	========/======	1/1	100.00	98.84	vfdb	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	71707	72393	cap8B	1-687/687	===============	0/0	100.00	94.32	vfdb	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	72396	73160	cap8C	1-765/765	===============	0/0	100.00	99.48	vfdb	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	73180	75003	cap8D	1-1824/1824	===============	0/0	100.00	97.97	vfdb	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	74993	76021	cap8E	1-1029/1029	===============	0/0	100.00	97.57	vfdb	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	76034	77143	cap8F	1-1110/1110	===============	0/0	100.00	97.75	vfdb	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	77147	78271	cap8G	1-1125/1125	===============	0/0	100.00	99.20	vfdb	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	78274	79353	cap8H	1-1080/1080	===============	0/0	100.00	94.07	vfdb	NP_644946	(cap8H) capsular polysaccharide synthesis enzyme Cap8H [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	79346	80740	cap8I	1-1395/1395	===============	0/0	100.00	97.71	vfdb	NP_644947	(cap8I) capsular polysaccharide synthesis enzyme Cap8I [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	80737	81294	cap8J	1-558/558	===============	0/0	100.00	98.75	vfdb	NP_644948	(cap8J) capsular polysaccharide synthesis enzyme Cap8J [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	81303	82541	cap8K	1-1239/1239	===============	0/0	100.00	96.69	vfdb	NP_644949	(cap8K) capsular polysaccharide synthesis enzyme Cap8K [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	82575	83780	cap8L	1-1206/1206	===============	0/0	100.00	98.26	vfdb	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	83791	84348	cap8M	1-558/558	===============	0/0	100.00	98.75	vfdb	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	84348	85235	cap8N	1-888/888	===============	0/0	100.00	97.64	vfdb	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	85290	86552	cap8O	1-1263/1263	===============	0/0	100.00	98.89	vfdb	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	86629	87774	cap8P	1-1146/1146	===============	0/0	100.00	98.87	vfdb	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	227174	227467	esxA	1-294/294	===============	0/0	100.00	99.66	vfdb	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	227550	230579	esaA	1-3030/3030	===============	0/0	100.00	98.78	vfdb	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB90STA	07CEB90STA_1	230579	231037	essA	1-459/459	===============	0/0	100.00	100.00	vfdb	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
