#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
05CEB18STA	05CEB18STA_2	68365	69090	seh	1-726/726	===============	0/0	100.00	100.00	vfdb	NP_644866	(seh) staphylococcal enterotoxin H precursor [SE (VF0020)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	73164	75482	adsA	1-2319/2319	===============	0/0	100.00	100.00	vfdb	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	147205	149250	lip	1-2046/2046	===============	0/0	100.00	100.00	vfdb	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	149696	150748	icaC	1-1053/1053	===============	0/0	100.00	100.00	vfdb	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	150735	151607	icaB	1-873/873	===============	0/0	100.00	100.00	vfdb	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	151604	151909	icaD	1-306/306	===============	0/0	100.00	100.00	vfdb	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	151873	153111	icaA	1-1239/1239	===============	0/0	100.00	100.00	vfdb	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	153275	153835	icaR	1-561/561	===============	0/0	100.00	100.00	vfdb	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	194650	196178	aur	1-1530/1530	========/======	1/1	99.93	99.87	vfdb	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	345651	348740	fnbA	1-3048/3048	========/======	1/42	100.00	98.38	vfdb	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	432885	433862	hlgB	1-978/978	===============	0/0	100.00	100.00	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	433864	434811	hlgC	1-948/948	===============	0/0	100.00	100.00	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	435378	436307	hlgA	1-930/930	===============	0/0	100.00	100.00	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	436843	438156	sbi	1-1314/1314	===============	0/0	100.00	100.00	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	630946	633393	hysA	1-2448/2448	===============	0/0	100.00	100.00	vfdb	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	810174	810308	hld	1-135/135	===============	0/0	100.00	100.00	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	830281	831009	selk	1-729/729	===============	0/0	100.00	100.00	vfdb	NP_646755	(selk) staphylococcal enterotoxin K precursor [SE (VF0020)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	831033	831761	selq	1-729/729	===============	0/0	100.00	100.00	vfdb	NP_646754	(selq) staphylococcal enterotoxin G precursor [SE (VF0020)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	865680	866453	sea	1-774/774	===============	0/0	100.00	100.00	vfdb	NP_646706	(sea) staphylococcal enterotoxin A precursor [SE (VF0020)] [Staphylococcus aureus subsp. aureus MW2]
05CEB18STA	05CEB18STA_2	868162	868653	sak	1-492/492	===============	0/0	100.00	99.80	vfdb	NP_646702	(sak) Staphylokinase precursor [Staphylokinase (VF0021)] [Staphylococcus aureus subsp. aureus MW2]
