#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
09CEB314STA	09CEB314STA_1	137740	140734	fnbA	1-3048/3048	========/======	14/69	98.00	85.83	vfdb2	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	221393	222370	hlgB	1-978/978	===============	0/0	100.00	98.77	vfdb2	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	222372	223319	hlgC	1-948/948	===============	0/0	100.00	99.26	vfdb2	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	223886	224815	hlgA	1-930/930	===============	0/0	100.00	99.46	vfdb2	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	225350	226660	sbi	1-1314/1314	========/======	1/3	99.77	97.26	vfdb2	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	601277	601412	hld	1-135/135	========/======	1/1	100.00	98.53	vfdb2	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	780462	781430	lukF-PV	1-969/978	========/======	2/2	98.98	81.65	vfdb2	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	990910	991683	see	1-774/774	===============	0/0	100.00	98.97	vfdb2	AAA26617	(see) staphylococcal enterotoxin E precursor [SE (VF0020)] [Staphylococcus aureus]
09CEB314STA	09CEB314STA_1	999954	1001417	ebp	1-1461/1461	========/======	1/3	100.00	97.20	vfdb2	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1379039	1379998	hly/hla	1-960/960	===============	0/0	100.00	99.38	vfdb2	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1406341	1406664	isdG	1-324/324	===============	0/0	100.00	98.46	vfdb2	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	1406683	1407417	srtB	1-735/735	===============	0/0	100.00	99.18	vfdb2	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1407479	1408444	isdF	1-966/966	===============	0/0	100.00	98.76	vfdb2	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1408457	1409335	isdE	1-879/879	===============	0/0	100.00	100.00	vfdb2	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	1409332	1410408	isdD	1-1077/1077	===============	0/0	100.00	98.98	vfdb2	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1410408	1411091	isdC	1-684/684	===============	0/0	100.00	98.39	vfdb2	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	1411300	1412364	isdA	1-1053/1053	========/======	1/12	100.00	95.59	vfdb2	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	1412567	1414492	isdB	1-1938/1938	========/======	2/12	99.38	96.13	vfdb2	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	1687943	1688883	sspA	1-941/984	===============	0/0	95.63	95.22	vfdb2	NP_645749	(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1689089	1690270	sspB	1-1182/1182	===============	0/0	100.00	99.15	vfdb2	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1690308	1690637	sspC	1-330/330	===============	0/0	100.00	99.70	vfdb2	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1864987	1866510	vWbp	1-1527/1527	========/======	19/53	98.17	82.47	vfdb2	YP_001331791	(vWbp) secreted von Willebrand factor-binding protein precursor [vWbp (VF0420)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	2361434	2363509	geh	1-2073/2073	========/======	1/3	100.00	97.93	vfdb2	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2395511	2396845	essB	1-1335/1335	===============	0/0	100.00	99.55	vfdb2	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2396858	2397100	esaB	1-243/243	===============	0/0	100.00	100.00	vfdb2	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
